name_ko,name_en,tasting_note,roasting,process,variety,altitude,washing_station,region,release_ym,category,no,sensory_narrative
과테말라 크루스 페레스,,,미디엄 라이트,워시드,"카투라, 버번, 빌라 사치","1,550 - 1,800 MASL",,우에우에테낭고,2020년 6월,싱글오리진,204.0,"우에우에테낭고 지역의 개성이 담긴 이 커피에서는 첫 향이 먼저 맑게 피어나고, 이어 은은한 단맛이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 버번 계열 특유의 부드러운 단맛과 둥근 질감이 전체 인상을 한층 매끄럽게 정리합니다. 중고도의 재배 환경이 단맛과 산미의 균형을 잘 잡아 주며 부드러운 구조감을 만들어 냅니다. 끝맛은 가볍고 투명하게 정리되며, 여운은 길고 깨끗하게 이어집니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
페루 라스 나랑하스 오가닉,PERU LAS NARAJAS ORGANIC,,미디엄 라이트,워시드,,"1,850 - 1,900 MASL",,라스 나랑하스,2020년 5월,싱글오리진,200.0,"라스 나랑하스 지역의 개성이 담긴 이 커피에서는 첫 향이 먼저 맑게 피어나고, 이어 은은한 단맛이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 품종이 지닌 고유한 개성 또한 컵의 균형을 안정감 있게 받쳐 줍니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 끝맛은 가볍고 투명하게 정리되며, 여운은 길고 깨끗하게 이어집니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
에티오피아 베켈레 레게이,ETHIOPIA BEKELE LEGAY,"블루베리, 블랙커런트",미디엄 라이트,내추럴,"데가, 쿠루메","1,900 - 2,000 MASL",,아다도,2020년 5월,싱글오리진,199.0,"아다도 지역의 개성이 담긴 이 커피에서는 블루베리가 먼저 맑게 피어나고, 이어 블랙커런트가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 여러 품종이 겹쳐 만들어 내는 복합성이 향미의 층을 보다 풍부하게 채워 줍니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
브라질 CoE #11 파젠다 볼타 다 세하,,"헤이즐넛, 라즈베리, 메이플 시럼",미디엄 라이트,펄프트 내추럴,레드 카투아이,"1,337 MASL",,바이아,2020년 4월,싱글오리진,198.0,"바이아 지역의 개성이 담긴 이 커피에서는 헤이즐넛이 먼저 맑게 피어나고, 이어 라즈베리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 메이플 시럼을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 카투아이 계열의 친숙한 단맛과 안정적인 밸런스가 편안한 인상을 더합니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
에티오피아 게타추 제켈레,ETHIOPIA GETACHEW ZKELE,"살구, 감귤주스",미디엄 라이트,워시드,"에어룸, JARC 74112","1,800 - 2,100 MASL",,구지,2020년 4월,싱글오리진,197.0,"구지 지역의 개성이 담긴 이 커피에서는 살구가 먼저 맑게 피어나고, 이어 감귤주스가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 에티오피아 계열 품종 특유의 야생화 같은 향과 복합성이 잔 안에서 자연스럽게 펼쳐집니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 끝맛은 가볍고 투명하게 정리되며, 여운은 길고 깨끗하게 이어집니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
케냐 응다로이니,KENYA NDAROINI,"선드라이 토마토, 흑설탕",미디엄 라이트,워시드,"SL28, SL34","1,800 MASL",,니에리,2020년 3월,싱글오리진,195.0,"니에리 지역의 개성이 담긴 이 커피에서는 선드라이 토마토가 먼저 맑게 피어나고, 이어 흑설탕이 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. SL 계열 품종이 만들어 내는 선명한 산미와 짙은 과실감이 컵의 중심을 또렷하게 세웁니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 끝맛은 가볍고 투명하게 정리되며, 여운은 길고 깨끗하게 이어집니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
콜롬비아 비오타 팔마레스,COLOMBIA VIOTA PALMARES,"피칸 파이, 블랙체리",미디엄 라이트,워시드,"카투라, 카스티요","1,400 - 1,800 MASL",,쿤디나마르카,2020년 3월,싱글오리진,196.0,"쿤디나마르카 지역의 개성이 담긴 이 커피에서는 피칸 파이가 먼저 맑게 피어나고, 이어 블랙체리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 카투라가 지닌 정돈된 산미와 단맛의 균형이 컵을 안정감 있게 이끕니다. 중고도의 재배 환경이 단맛과 산미의 균형을 잘 잡아 주며 부드러운 구조감을 만들어 냅니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
콜롬비아 라스 마가리타스 파카마라,COLOMBIA LAS MARGARITAS PACAMARA,"풍선껌, 라즈베리 주스",미디엄 라이트,내추럴,파카마라,"1,450 - 1,800 MASL",,바예데카우카,2020년 2월,싱글오리진,193.0,"바예데카우카 지역의 개성이 담긴 이 커피에서는 풍선껌이 먼저 맑게 피어나고, 이어 라즈베리 주스가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 파카마라 특유의 넓은 향의 폭과 구조감이 컵의 존재감을 한층 크게 만듭니다. 중고도의 재배 환경이 단맛과 산미의 균형을 잘 잡아 주며 부드러운 구조감을 만들어 냅니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
코스타리카 빅토리아 오바타 허니,COSTA RICA VICTORIA OBATA HONEY,"그래놀라, 건크랜베리",미디엄,워시드,오바타,"1,100 - 1,250 MASL",,웨스트 밸리,2020년 2월,싱글오리진,194.0,"웨스트 밸리 지역의 개성이 담긴 이 커피에서는 그래놀라가 먼저 맑게 피어나고, 이어 건크랜베리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 오바타 품종이 지닌 고유한 성격이 컵의 개성을 또렷하게 만들어 줍니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 후반부로 갈수록 과실의 농도감이 부드럽게 번지며 생기 있는 피니시를 남깁니다. 화려한 과실감과 복합적인 향미를 즐기시는 분들께 좋은 선택이 됩니다."
콩코 소시에트 마이티아,DR CONGO SOCIETE MAITEA,"호박엿, 오렌지 주스",미디엄 라이트,워시드,부르봉 & 블루마운틴,"1,700 - 1,900 MASL",,남키부,2020년 1월,싱글오리진,191.0,"남키부 지역의 개성이 담긴 이 커피에서는 호박엿이 먼저 맑게 피어나고, 이어 오렌지 주스가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 부르봉 & 블루마운틴 품종이 지닌 고유한 성격이 컵의 개성을 또렷하게 만들어 줍니다. 충분한 재배고도 덕분에 산미와 향의 윤곽이 뚜렷하게 살아나며 컵의 투명감이 좋아집니다. 끝맛은 가볍고 투명하게 정리되며, 여운은 길고 깨끗하게 이어집니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
과테말라 핀카 산타 아나,GUEATEMALA FINCA SANTA ANA,"캐러멜 아몬드, 건포도",미디엄 라이트,워시드,"부르봉, 카투라 & 카티모르","1,370 - 1,820 MASL",,시에라 데 라스 미나스,2020년 1월,싱글오리진,192.0,"시에라 데 라스 미나스 지역의 개성이 담긴 이 커피에서는 캐러멜 아몬드가 먼저 맑게 피어나고, 이어 건포도가 부드럽게 겹쳐지며 첫인상을 형성합니다. 워시드 특유의 투명한 질감이 향미의 경계를 또렷하게 세워 주고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 카투라가 지닌 정돈된 산미와 단맛의 균형이 컵을 안정감 있게 이끕니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
과테말라 라 프로비덴시아,GUATEMALA LA PROVIDENCIA,"사과대추, 우롱차",미디엄 라이트,Washed & Dried on Patios,"카투라, 버번, 카투라, 버번, 문도 누에보, 카투아이","1,680~1,860 MASL",,우에우에테낭고,2019년 1월,싱글오리진,168.0,"우에우에테낭고 지역의 개성이 담긴 이 커피에서는 사과대추가 먼저 맑게 피어나고, 이어 우롱차가 부드럽게 겹쳐지며 첫인상을 형성합니다. 가공 방식이 지닌 개성이 컵 전반에 은은하게 스며들며 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 버번 계열 특유의 부드러운 단맛과 둥근 질감이 전체 인상을 한층 매끄럽게 정리합니다. 중고도의 재배 환경이 단맛과 산미의 균형을 잘 잡아 주며 부드러운 구조감을 만들어 냅니다. 끝맛은 가볍고 투명하게 정리되며, 여운은 길고 깨끗하게 이어집니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
과테말라 산 페드로 넥타,GUATEMALA SAN PEDRO NECTA,"레드커런트, 진저시럽",미디엄,Washed & Sun Dried,"카투라, 버번, 파체","1,680~1,860 MASL",,우에우에테낭고,2019년 1월,싱글오리진,167.0,"우에우에테낭고 지역의 개성이 담긴 이 커피에서는 레드커런트가 먼저 맑게 피어나고, 이어 진저시럽이 부드럽게 겹쳐지며 첫인상을 형성합니다. 가공 방식이 지닌 개성이 컵 전반에 은은하게 스며들며 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 버번 계열 특유의 부드러운 단맛과 둥근 질감이 전체 인상을 한층 매끄럽게 정리합니다. 중고도의 재배 환경이 단맛과 산미의 균형을 잘 잡아 주며 부드러운 구조감을 만들어 냅니다. 끝맛은 과하지 않게 정리되면서도 전체 인상은 또렷하게 오래 남습니다. 천천히 식혀 마실수록 표정이 달라지는 매력을 지닌 원두입니다."
과테말라 엘 탐보르,GUATEMALA EL TAMBOR,"아몬드, 청사과",미디엄,Washed & Dried on Patios,100% 버번,"1,680~1,860 MASL",,팔렌시아,2019년 2월,싱글오리진,170.0,"팔렌시아 지역의 개성이 담긴 이 커피에서는 아몬드가 먼저 맑게 피어나고, 이어 청사과가 부드럽게 겹쳐지며 첫인상을 형성합니다. 가공 방식이 지닌 개성이 컵 전반에 은은하게 스며들며 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 버번 계열 특유의 부드러운 단맛과 둥근 질감이 전체 인상을 한층 매끄럽게 정리합니다. 중고도의 재배 환경이 단맛과 산미의 균형을 잘 잡아 주며 부드러운 구조감을 만들어 냅니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
에티오피아 구지 하이랜즈,ETHIOPIA GUJI HIGHLANDS,"블루베리, 파베초콜릿",미디엄 라이트,내추럴,토착종,"2,000~2,150 MASL",,구지,2019년 2월,싱글오리진,169.0,"구지 지역의 개성이 담긴 이 커피에서는 블루베리가 먼저 맑게 피어나고, 이어 파베초콜릿이 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. 에티오피아 계열 품종 특유의 야생화 같은 향과 복합성이 잔 안에서 자연스럽게 펼쳐집니다. 높은 재배고도는 향을 더욱 선명하고 입체적으로 드러내며, 산미를 맑고 길게 이어지게 합니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
브라질 상 호앙,,"밀크초콜릿, 건크랜베리",미디엄,내추럴,Red Catuai,"1,120-1,230 MASL",,Sul de Minas Gerais,2019년 3월,싱글오리진,172.0,"Sul de Minas Gerais 지역의 개성이 담긴 이 커피에서는 밀크초콜릿이 먼저 맑게 피어나고, 이어 건크랜베리가 부드럽게 겹쳐지며 첫인상을 형성합니다. 과실의 농도감이 자연스럽게 확장되며 보다 풍성한 단맛으로 이어지고 중반부로 갈수록 산뜻한 여운을 떠올리게 하는 뉘앙스가 한층 또렷해집니다. Red Catuai 품종이 지닌 고유한 성격이 컵의 개성을 또렷하게 만들어 줍니다. 상대적으로 안정적인 재배고도에서 오는 편안한 단맛과 둥근 바디가 컵 전반에 자연스럽게 남습니다. 마무리는 차분하고 매끈하게 이어지며, 달콤쌉싸름한 뉘앙스가 안정감 있게 남습니다. 편안한 단맛과 안정적인 바디를 선호하시는 분들께 만족도가 높습니다."
